
 REGION_ID    DEPT_ID PRODUCT_ID     EMP_ID EMP_QTY_SOLD REGION_PROD_TOTAL  RATIO2RPT
       101        202         17       1074         4353           1859788 .002340589
       101        201         18       1082         4325           1847731 .002340709
       103        204         13       1010         4318           1844543 .002340959
       102        202         12       1022         4329           1849090 .002341152
       102        202         14       1066         4374           1868309 .002341154
       103        202         11       1019         4303           1837811 .002341372
       103        203         14       1079         4349           1857434 .002341402
       103        201         13       1034         4319           1844543 .002341501
       102        203         11       1074         4333           1850494 .002341537
       101        201         17       1069         4355           1859788 .002341665
       102        201         18       1047         4344           1855012 .002341764
       101        201         18       1073         4327           1847731 .002341791
       102        203         13       1077         4314           1842160 .002341816
       103        202         10       1020         4305           1838179 .002341992
       103        203         13       1054         4320           1844543 .002342044
       103        202         13       1082         4320           1844543 .002342044
       101        204         15       1060         4364           1863293  .00234209
       101        201         14       1073         4321           1844866 .002342176
       102        204         12       1047         4331           1849090 .002342233
       103        201         14       1017         4351           1857434 .002342479
       101        201         16       1046         4340           1852607 .002342645
       102        203         15       1063         4317           1842759 .002342683
       101        201         14       1001         4322           1844866 .002342718
       101        202         14       1068         4322           1844866 .002342718
       102        201         12       1017         4332           1849090 .002342774
       102        202         18       1065         4346           1855012 .002342842
       102        204         16       1020         4323           1845178 .002342863
       102        202         13       1026         4316           1842160 .002342902
       103        203         14       1089         4352           1857434 .002343017
       103        202         13       1086         4322           1844543 .002343128
       103        202         18       1014         4360           1860696 .002343209
       101        202         14       1007         4323           1844866  .00234326
       103        203         12       1058         4326           1846140 .002343268
       102        203         12       1041         4333           1849090 .002343315
       102        202         12       1064         4333           1849090 .002343315
       102        201         18       1091         4347           1855012 .002343381
       103        201         11       1051         4307           1837811 .002343549
       101        201         14       1087         4324           1844866 .002343802
       103        201         16       1062         4372           1865345 .002343802
       102        201         14       1078         4379           1868309 .002343831
       102        202         12       1065         4334           1849090 .002343856
       102        201         17       1002         4323           1844241 .002344054
       102        203         17       1025         4323           1844241 .002344054
       101        201         10       1082         4351           1856153 .002344096
       101        202         16       1015         4343           1852607 .002344264
       103        203         18       1005         4362           1860696 .002344284
       102        202         18       1099         4349           1855012 .002344459
       103        204         14       1050         4355           1857434 .002344632
       103        202         11       1032         4309           1837811 .002344637
       103        204         11       1064         4309           1837811 .002344637
       102        201         14       1038         4381           1868309 .002344901
       102        201         12       1013         4336           1849090 .002344937
       102        204         12       1060         4336           1849090 .002344937
       102        202         10       1099         4356           1857548 .002345027
       101        203         18       1093         4333           1847731 .002345038
       102        204         17       1068         4325           1844241 .002345138
       101        204         10       1012         4353           1856153 .002345173
       101        204         10       1018         4353           1856153 .002345173
       103        204         11       1030         4310           1837811 .002345181
       101        202         13       1001         4330           1846182 .002345381
       102        201         15       1015         4322           1842759 .002345396
       102        203         16       1032         4328           1845178 .002345573
       101        201         18       1054         4334           1847731  .00234558
       102        201         15       1021         4323           1842759 .002345939
       103        204         16       1005         4376           1865345 .002345947
       103        202         16       1047         4376           1865345 .002345947
       103        201         12       1008         4331           1846140 .002345976
       101        203         18       1031         4335           1847731 .002346121
       102        201         15       1017         4324           1842759 .002346482
       103        204         16       1008         4377           1865345 .002346483
       101        202         17       1090         4364           1859788 .002346504
       101        204         17       1097         4364           1859788 .002346504
       102        202         14       1009         4384           1868309 .002346507
       101        201         14       1033         4329           1844866 .002346512
       103        201         15       1030         4377           1865283 .002346561
       102        201         13       1079         4323           1842160 .002346702
       103        204         17       1061         4345           1851415 .002346854
       103        204         10       1091         4314           1838179 .002346888
       103        202         13       1015         4329           1844543 .002346923
       102        202         15       1035         4325           1842759 .002347024
       101        201         14       1075         4330           1844866 .002347054
       102        203         10       1055         4360           1857548  .00234718
       102        203         16       1011         4331           1845178 .002347199
       101        201         18       1057         4337           1847731 .002347203
       102        204         13       1034         4324           1842160 .002347245
       102        202         17       1007         4329           1844241 .002347307
       101        201         11       1044         4327           1843273 .002347455
       103        201         13       1026         4330           1844543 .002347465
       103        203         18       1081         4368           1860696 .002347509
       102        201         15       1065         4326           1842759 .002347567
       101        202         17       1096         4366           1859788 .002347579
       101        203         12       1073         4358           1856359 .002347606
       102        204         16       1058         4332           1845178 .002347741
       102        202         16       1072         4332           1845178 .002347741
       102        201         11       1055         4345           1850494 .002348022
       103        201         18       1043         4369           1860696 .002348046
       101        202         12       1026         4359           1856359 .002348145
       103        202         15       1097         4380           1865283 .002348169
       102        204         17       1047         4331           1844241 .002348392
       103        201         14       1056         4362           1857434 .002348401
       103        202         10       1026         4317           1838179  .00234852
       101        201         15       1080         4376           1863293  .00234853
       103        204         13       1025         4332           1844543 .002348549
       103        203         16       1097         4381           1865345 .002348627
       101        202         17       1082         4368           1859788 .002348655
       102        203         17       1016         4332           1844241 .002348934
       103        201         17       1011         4349           1851415 .002349014
       101        202         15       1055         4377           1863293 .002349067
       103        204         18       1098         4371           1860696 .002349121
       101        203         16       1027         4352           1852607 .002349122
       101        203         17       1057         4369           1859788 .002349192
       102        202         15       1016         4329           1842759 .002349195
       101        203         14       1021         4334           1844866 .002349222
       102        203         17       1071         4333           1844241 .002349476
       101        201         10       1041         4361           1856153 .002349483
       102        204         11       1067         4348           1850494 .002349643
       102        202         14       1049         4390           1868309 .002349718
       101        202         14       1014         4335           1844866 .002349764
       103        204         15       1074         4383           1865283 .002349777
       103        201         15       1084         4383           1865283 .002349777
       102        201         18       1087         4359           1855012  .00234985
       102        202         13       1052         4329           1842160 .002349959
       102        202         13       1097         4329           1842160 .002349959
       103        201         14       1034         4365           1857434 .002350016
       103        203         14       1092         4365           1857434 .002350016
       102        201         17       1008         4334           1844241 .002350018
       103        201         13       1088         4335           1844543 .002350176
       101        201         17       1035         4371           1859788 .002350268
       101        201         14       1043         4336           1844866 .002350306
       101        203         14       1043         4336           1844866 .002350306
       101        204         14       1092         4336           1844866 .002350306
       101        204         18       1063         4343           1847731  .00235045
       103        204         10       1039         4321           1838179 .002350696
       101        204         11       1002         4333           1843273  .00235071
       102        204         11       1099         4350           1850494 .002350724
       103        204         12       1008         4340           1846140 .002350851
       102        201         18       1027         4361           1855012 .002350928
       103        201         14       1019         4367           1857434 .002351093
       102        202         17       1020         4336           1844241 .002351103
       103        203         17       1048         4353           1851415 .002351175
       103        204         17       1059         4353           1851415 .002351175
       101        202         11       1079         4334           1843273 .002351252
       102        204         11       1043         4351           1850494 .002351264
       102        202         11       1089         4351           1850494 .002351264
       101        203         16       1064         4356           1852607 .002351281
       101        201         13       1054         4341           1846182 .002351339
       102        204         15       1098         4333           1842759 .002351366
       102        203         10       1075         4368           1857548 .002351487
       101        202         18       1002         4345           1847731 .002351533
       102        201         17       1070         4337           1844241 .002351645
       102        204         17       1089         4337           1844241 .002351645
       101        203         13       1096         4342           1846182 .002351881
       101        201         12       1039         4366           1856359 .002351916
       102        202         12       1026         4349           1849090 .002351968
       102        204         12       1071         4349           1849090 .002351968
       101        204         18       1019         4346           1847731 .002352074
       102        202         13       1084         4333           1842160  .00235213
       103        204         17       1028         4355           1851415 .002352255
       101        202         15       1011         4383           1863293 .002352287
       103        201         16       1096         4388           1865345  .00235238
       102        201         12       1038         4350           1849090 .002352509
       102        201         12       1088         4350           1849090 .002352509
       102        204         10       1021         4370           1857548 .002352564
       103        202         14       1017         4370           1857434 .002352708
       102        201         11       1022         4354           1850494 .002352885
       103        204         13       1015         4340           1844543 .002352886
       101        204         13       1033         4344           1846182 .002352964
       102        204         10       1081         4371           1857548 .002353102
       101        203         18       1006         4348           1847731 .002353156
       102        201         16       1050         4342           1845178 .002353161
       102        204         16       1070         4342           1845178 .002353161
       102        202         13       1061         4335           1842160 .002353216
       103        203         10       1055         4326           1838179 .002353416
       101        201         13       1082         4345           1846182 .002353506
       103        203         15       1071         4390           1865283  .00235353
       101        203         12       1044         4369           1856359 .002353532
       101        204         14       1006         4342           1844866 .002353558
       103        204         12       1013         4345           1846140 .002353559
       101        203         18       1051         4349           1847731 .002353698
       101        204         18       1074         4349           1847731 .002353698
       102        203         13       1004         4336           1842160 .002353759
       101        202         15       1096         4386           1863293 .002353897
       102        203         11       1059         4356           1850494 .002353966
       101        202         12       1057         4370           1856359 .002354071
       102        202         15       1030         4338           1842759 .002354079
       102        204         18       1005         4367           1855012 .002354163
       102        201         18       1031         4367           1855012 .002354163
       102        203         10       1090         4373           1857548 .002354179
       103        203         14       1056         4373           1857434 .002354323
       103        203         18       1027         4381           1860696 .002354495
       101        204         16       1050         4362           1852607  .00235452
       101        204         17       1012         4379           1859788 .002354569
       101        202         17       1053         4379           1859788 .002354569
       101        201         12       1045         4371           1856359 .002354609
       103        204         12       1068         4347           1846140 .002354643
       102        201         18       1058         4368           1855012 .002354702
       101        204         18       1073         4351           1847731  .00235478
       102        202         13       1059         4338           1842160 .002354844
       103        201         14       1010         4374           1857434 .002354862
       103        201         17       1096         4360           1851415 .002354956
       101        203         11       1045         4341           1843273  .00235505
       103        202         16       1035         4393           1865345  .00235506
       101        201         13       1078         4348           1846182 .002355131
       103        201         15       1090         4393           1865283 .002355139
       103        204         12       1073         4348           1846140 .002355184
       101        204         14       1049         4345           1844866 .002355185
       103        201         17       1053         4361           1851415 .002355496
       103        202         11       1040         4329           1837811  .00235552
       103        203         18       1078         4383           1860696  .00235557
       101        201         11       1091         4342           1843273 .002355592
       103        201         16       1017         4394           1865345 .002355596
       103        202         15       1092         4394           1865283 .002355675
       102        202         16       1096         4347           1845178  .00235587
       101        201         10       1093         4373           1856153 .002355948
       102        201         17       1018         4345           1844241 .002355983
       101        204         15       1081         4390           1863293 .002356044
       101        201         14       1065         4347           1844866 .002356269
       101        202         10       1059         4374           1856153 .002356487
       102        202         17       1001         4346           1844241 .002356525
       101        202         15       1064         4391           1863293 .002356581
       102        203         14       1063         4403           1868309 .002356677
       101        203         11       1047         4344           1843273 .002356677
       103        202         13       1005         4347           1844543 .002356681
       101        203         18       1003         4355           1847731 .002356945
       102        201         16       1085         4349           1845178 .002356954
       102        201         11       1015         4362           1850494 .002357208
       102        202         14       1054         4404           1868309 .002357212
       102        204         10       1067         4379           1857548 .002357409
       102        202         10       1087         4379           1857548 .002357409
       101        202         10       1003         4376           1856153 .002357564
       103        204         11       1028         4333           1837811 .002357696
       103        202         18       1096         4387           1860696  .00235772
       102        201         11       1035         4363           1850494 .002357749
       101        203         17       1078         4385           1859788 .002357796
       103        204         15       1014         4398           1865283 .002357819
       101        202         14       1091         4350           1844866 .002357895
       102        203         17       1092         4349           1844241 .002358152
       101        201         15       1087         4394           1863293 .002358191
       103        204         13       1083         4350           1844543 .002358308
       101        201         15       1033         4395           1863293 .002358727
       103        203         17       1067         4367           1851415 .002358736
       102        203         18       1088         4376           1855012 .002359014
       101        204         15       1032         4396           1863293 .002359264
       103        201         17       1016         4368           1851415 .002359277
       102        202         14       1029         4408           1868309 .002359353
       102        204         11       1059         4366           1850494  .00235937
       101        203         11       1010         4349           1843273  .00235939
       103        204         12       1015         4356           1846140 .002359518
       101        203         10       1017         4380           1856153 .002359719
       102        203         17       1054         4352           1844241 .002359778
       101        204         15       1071         4397           1863293 .002359801
       103        203         12       1042         4357           1846140 .002360059
       103        204         12       1056         4357           1846140 .002360059
       102        204         12       1008         4364           1849090  .00236008
       102        204         18       1064         4378           1855012 .002360093
       102        204         18       1080         4378           1855012 .002360093
       101        204         18       1002         4361           1847731 .002360192
       102        204         16       1038         4355           1845178 .002360206
       101        201         10       1070         4381           1856153 .002360258
       103        201         16       1016         4403           1865345 .002360421
       102        202         14       1020         4410           1868309 .002360423
       102        204         11       1017         4368           1850494 .002360451
       101        201         16       1014         4373           1852607 .002360457
       102        203         12       1028         4365           1849090 .002360621
       102        202         12       1052         4365           1849090 .002360621
       102        204         14       1005         4411           1868309 .002360958
       103        204         10       1081         4340           1838179 .002361032
       101        201         12       1043         4383           1856359 .002361073
       102        204         12       1086         4366           1849090 .002361161
       103        203         16       1060         4405           1865345 .002361493
       101        203         12       1010         4384           1856359 .002361612
       101        203         14       1028         4357           1844866 .002361689
       101        201         10       1061         4384           1856153 .002361874
       102        203         13       1002         4351           1842160 .002361901
       102        204         14       1009         4413           1868309 .002362029
       101        201         11       1082         4354           1843273 .002362103
       103        201         12       1005         4361           1846140 .002362226
       101        202         18       1031         4365           1847731 .002362357
       103        203         13       1028         4358           1844543 .002362645
       101        204         12       1003         4386           1856359  .00236269
       102        201         18       1018         4383           1855012 .002362788
       102        202         18       1055         4383           1855012 .002362788
       102        202         18       1073         4383           1855012 .002362788
       101        202         10       1037         4386           1856153 .002362952
       101        202         10       1066         4386           1856153 .002362952
       101        202         17       1043         4395           1859788 .002363173
       101        202         17       1078         4395           1859788 .002363173
       103        202         13       1001         4359           1844543 .002363187
       101        204         11       1094         4356           1843273 .002363188
       102        202         18       1088         4384           1855012 .002363327
       102        203         10       1009         4390           1857548 .002363331
       102        204         10       1058         4390           1857548 .002363331
       101        203         18       1094         4367           1847731 .002363439
       103        204         17       1074         4376           1851415 .002363598
       103        204         18       1051         4398           1860696 .002363632
       103        201         11       1009         4344           1837811 .002363682
       103        201         11       1060         4344           1837811 .002363682
       101        201         16       1009         4379           1852607 .002363696
       103        204         13       1077         4360           1844543 .002363729
       101        201         11       1005         4357           1843273  .00236373
       101        202         11       1023         4357           1843273  .00236373
       101        202         13       1057         4364           1846182 .002363797
       102        203         15       1080         4356           1842759 .002363847
       101        201         14       1020         4361           1844866 .002363857
       101        203         15       1098         4405           1863293 .002364094
       103        204         17       1012         4377           1851415 .002364138
       101        203         17       1058         4397           1859788 .002364248
       101        201         14       1047         4362           1844866 .002364399
       102        201         10       1051         4392           1857548 .002364407
       101        204         18       1003         4369           1847731 .002364522
       103        202         14       1060         4392           1857434 .002364552
       101        204         15       1084         4406           1863293 .002364631
       103        204         17       1064         4378           1851415 .002364678
       103        204         16       1086         4411           1865345  .00236471
       103        201         11       1096         4346           1837811  .00236477
       103        203         13       1082         4362           1844543 .002364813
       101        204         13       1076         4366           1846182 .002364881
       102        202         15       1019         4358           1842759 .002364932
       102        201         18       1092         4387           1855012 .002364944
       102        203         10       1044         4393           1857548 .002364946
       102        201         10       1073         4393           1857548 .002364946
       103        201         11       1031         4347           1837811 .002365314
       101        203         12       1094         4391           1856359 .002365383
       103        202         10       1051         4348           1838179 .002365384
       102        203         16       1068         4365           1845178 .002365625
       101        202         15       1089         4408           1863293 .002365704
       102        202         11       1038         4378           1850494 .002365855
       103        202         10       1057         4349           1838179 .002365928
       103        202         14       1001         4395           1857434 .002366168
       103        203         18       1021         4403           1860696 .002366319
       103        202         10       1056         4350           1838179 .002366472
       101        204         13       1005         4369           1846182 .002366506
       101        204         13       1021         4369           1846182 .002366506
       102        201         15       1049         4361           1842759  .00236656
       103        203         16       1052         4415           1865345 .002366854
       101        204         14       1064         4367           1844866  .00236711
       101        204         14       1097         4367           1844866  .00236711
       102        202         12       1079         4377           1849090  .00236711
       101        201         18       1045         4374           1847731 .002367228
       101        204         17       1033         4403           1859788 .002367474
       102        203         11       1071         4381           1850494 .002367476
       101        204         11       1050         4364           1843273 .002367528
       101        204         10       1089         4395           1856153   .0023678
       102        201         14       1012         4424           1868309 .002367917
       103        204         16       1056         4417           1865345 .002367927
       103        201         18       1094         4406           1860696 .002367931
       101        201         11       1025         4365           1843273  .00236807
       101        201         12       1053         4396           1856359 .002368076
       101        203         13       1072         4372           1846182 .002368131
       102        204         10       1018         4399           1857548 .002368176
       102        201         12       1024         4379           1849090 .002368192
       101        203         10       1043         4396           1856153 .002368339
       103        201         18       1071         4407           1860696 .002368469
       101        201         17       1015         4405           1859788  .00236855
       103        201         12       1012         4373           1846140 .002368726
       102        201         15       1096         4365           1842759 .002368731
       102        202         15       1096         4365           1842759 .002368731
       101        201         14       1041         4370           1844866 .002368736
       101        203         18       1044         4377           1847731 .002368851
       101        202         15       1076         4414           1863293 .002368924
       102        204         17       1044         4369           1844241 .002368996
       103        204         18       1025         4408           1860696 .002369006
       101        201         12       1001         4398           1856359 .002369154
       102        204         18       1098         4395           1855012 .002369257
       103        202         16       1030         4420           1865345 .002369535
       101        203         13       1052         4375           1846182 .002369756
       101        202         13       1090         4375           1846182 .002369756
       102        202         15       1026         4367           1842759 .002369816
       101        204         14       1052         4372           1844866  .00236982
       103        201         17       1070         4388           1851415 .002370079
       101        201         17       1021         4408           1859788 .002370163
       103        204         11       1066         4356           1837811 .002370211
       103        202         13       1096         4372           1844543 .002370235
       101        202         11       1095         4369           1843273  .00237024
       102        202         10       1043         4403           1857548 .002370329
       102        204         15       1055         4368           1842759 .002370359
       101        203         14       1079         4373           1844866 .002370362
       102        202         16       1082         4374           1845178 .002370503
       103        201         16       1003         4422           1865345 .002370607
       102        202         17       1091         4372           1844241 .002370623
       102        204         11       1029         4387           1850494 .002370718
       101        203         12       1008         4401           1856359  .00237077
       103        202         10       1049         4358           1838179 .002370825
       102        204         15       1061         4369           1842759 .002370901
       103        204         14       1055         4404           1857434 .002371013
       103        202         14       1080         4404           1857434 .002371013
       101        204         17       1083         4410           1859788 .002371238
       102        202         11       1001         4388           1850494 .002371259
       102        201         11       1061         4388           1850494 .002371259
       101        203         12       1049         4402           1856359 .002371309
       101        203         11       1019         4371           1843273 .002371325
       103        204         10       1028         4359           1838179 .002371369
       103        204         12       1094         4378           1846140 .002371434
       103        203         14       1006         4405           1857434 .002371551
       103        203         14       1008         4405           1857434 .002371551
       102        201         16       1066         4376           1845178 .002371587
       102        202         16       1069         4376           1845178 .002371587
       101        204         15       1068         4419           1863293 .002371608
       102        201         13       1007         4369           1842160 .002371672
       103        203         16       1065         4424           1865345 .002371679
       103        203         16       1076         4424           1865345 .002371679
       101        201         12       1098         4403           1856359 .002371847
       101        202         11       1073         4372           1843273 .002371868
       101        204         10       1066         4403           1856153  .00237211
       102        201         16       1084         4377           1845178 .002372129
       101        201         15       1015         4420           1863293 .002372144
       102        203         14       1044         4432           1868309 .002372199
       102        201         13       1023         4370           1842160 .002372215
       103        203         17       1089         4392           1851415  .00237224
       102        201         11       1065         4390           1850494 .002372339
       102        201         10       1025         4407           1857548 .002372482
       103        202         12       1047         4380           1846140 .002372518
       101        203         14       1095         4377           1844866  .00237253
       103        204         14       1062         4407           1857434 .002372628
       103        201         14       1075         4407           1857434 .002372628
       101        201         18       1075         4384           1847731  .00237264
       101        202         15       1050         4421           1863293 .002372681
       102        201         17       1089         4376           1844241 .002372792
       101        204         11       1046         4374           1843273 .002372953
       103        201         12       1097         4381           1846140 .002373059
       101        204         15       1025         4422           1863293 .002373218
       102        202         14       1052         4434           1868309 .002373269
       102        203         13       1090         4372           1842160 .002373301
       102        202         11       1019         4392           1850494  .00237342
       103        203         13       1099         4378           1844543 .002373488
       103        203         10       1003         4363           1838179 .002373545
       103        201         10       1090         4363           1838179 .002373545
       102        202         13       1050         4373           1842160 .002373844
       101        201         17       1075         4415           1859788 .002373926
       102        204         18       1083         4404           1855012 .002374109
       103        201         12       1049         4383           1846140 .002374143
       101        204         14       1007         4380           1844866 .002374156
       102        201         14       1059         4436           1868309  .00237434
       103        204         16       1004         4429           1865345  .00237436
       103        203         15       1005         4429           1865283 .002374439
       102        202         11       1004         4394           1850494 .002374501
       101        201         12       1080         4408           1856359 .002374541
       101        202         13       1014         4384           1846182  .00237463
       103        203         10       1012         4365           1838179 .002374633
       102        204         12       1010         4391           1849090 .002374682
       101        201         14       1049         4381           1844866 .002374698
       101        204         15       1064         4425           1863293 .002374828
       102        203         13       1047         4375           1842160 .002374929
       103        202         15       1042         4430           1865283 .002374975
       103        201         12       1052         4385           1846140 .002375226
       103        204         14       1091         4412           1857434  .00237532
       102        201         16       1090         4383           1845178 .002375381
       102        202         13       1006         4376           1842160 .002375472
       102        204         13       1007         4376           1842160 .002375472
       103        202         17       1049         4398           1851415  .00237548
       103        202         15       1071         4431           1865283 .002375511
       101        201         17       1066         4418           1859788  .00237554
       101        202         11       1013         4379           1843273 .002375665
       103        204         10       1086         4367           1838179 .002375721
       103        203         12       1005         4386           1846140 .002375768
       101        201         18       1001         4390           1847731 .002375887
       101        204         15       1091         4427           1863293 .002375901
       102        202         14       1073         4439           1868309 .002375945
       103        204         18       1027         4421           1860696 .002375993
       102        203         17       1097         4382           1844241 .002376045
       101        202         17       1001         4419           1859788 .002376077
       101        204         17       1019         4419           1859788 .002376077
       102        202         10       1059         4414           1857548 .002376251
       102        201         18       1060         4408           1855012 .002376265
       102        204         15       1057         4379           1842759 .002376328
       102        203         14       1082         4440           1868309 .002376481
       102        201         17       1081         4383           1844241 .002376587
       101        203         16       1084         4403           1852607 .002376651
       102        202         11       1071         4398           1850494 .002376663
       103        202         13       1002         4384           1844543  .00237674
       101        201         11       1069         4381           1843273  .00237675
       103        204         12       1072         4388           1846140 .002376851
       103        201         14       1088         4415           1857434 .002376935
       101        201         10       1020         4412           1856153 .002376959
       103        202         18       1095         4423           1860696 .002377068
       102        204         13       1048         4379           1842160 .002377101
       102        204         16       1079         4387           1845178 .002377548
       102        204         14       1030         4442           1868309 .002377551
       103        204         18       1035         4424           1860696 .002377605
       102        202         13       1014         4380           1842160 .002377644
       101        202         12       1039         4414           1856359 .002377773
       101        202         11       1059         4383           1843273 .002377836
       102        204         15       1073         4382           1842759 .002377956
       102        202         16       1050         4388           1845178  .00237809
       103        201         13       1059         4387           1844543 .002378367
       101        203         10       1055         4415           1856153 .002378575
       103        204         18       1010         4426           1860696  .00237868
       103        204         15       1084         4437           1865283 .002378728
       102        204         11       1028         4402           1850494 .002378824
       102        204         15       1011         4384           1842759 .002379041
       103        202         16       1097         4438           1865345 .002379185
       101        203         12       1096         4417           1856359 .002379389
       102        201         18       1054         4414           1855012 .002379499
       103        202         18       1018         4428           1860696 .002379755
       103        202         15       1055         4439           1865283   .0023798
       103        203         17       1013         4406           1851415 .002379801
       102        203         17       1015         4389           1844241 .002379841
       101        201         12       1069         4418           1856359 .002379928
       103        201         14       1071         4421           1857434 .002380165
       101        203         15       1036         4435           1863293 .002380195
       101        203         15       1067         4435           1863293 .002380195
       101        202         17       1031         4427           1859788 .002380379
       101        201         11       1013         4388           1843273 .002380548
       102        202         14       1065         4448           1868309 .002380762
       101        203         17       1043         4428           1859788 .002380917
       101        203         12       1016         4420           1856359 .002381005
       101        203         12       1033         4420           1856359 .002381005
       101        202         12       1041         4420           1856359 .002381005
       102        203         12       1057         4403           1849090 .002381171
       102        201         15       1031         4388           1842759 .002381212
       101        204         10       1035         4420           1856153 .002381269
       101        204         10       1083         4420           1856153 .002381269
       101        203         18       1014         4400           1847731 .002381299
       103        202         18       1041         4431           1860696 .002381367
       102        204         13       1097         4387           1842160 .002381444
       102        203         11       1011         4407           1850494 .002381526
       103        202         10       1021         4378           1838179 .002381705
       103        201         12       1015         4397           1846140 .002381726
       102        201         15       1037         4389           1842759 .002381755
       103        202         14       1072         4424           1857434  .00238178
       101        203         15       1071         4438           1863293 .002381805
       103        201         16       1084         4443           1865345 .002381865
       103        203         17       1012         4410           1851415 .002381962
       103        202         17       1053         4410           1851415 .002381962
